"","Wing_mm","Head_mm","SternL_mm","BodySize","GizzardEmptyFFDM","TotalFat","LDBM","Oxalat","OxalatIntens","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun"
"549",184,51.66,82.18,-2.260631525,3.29,10.51050034,124.0926684,0,NA,"1","LM-13-201","early",2013,10,2,"F","J",493.06,189,102,38,7.71,20.11,20.68713747,4
"550",203,54.35,85.91,1.198750192,4.18,7.79799564,128.6956776,1,2,"1","LM-13-192","early",2013,10,2,"M","J",498.26,182.5,90,41,8.23,22.47,18.06285875,4
"551",200,55.72,89.48,2.170036256,4.43,7.8067752,136.8330684,0,NA,"1","LM-13-178","early",2013,9,29,"M","J",553.17,196.5,96,44,7.95,22.39,17.35452031,4
"552",195,54.96,87.78,1.090362608,4.23,9.47719465,141.9095028,0,NA,"1","LM-13-176","early",2013,9,28,"F","A",551,185.5,97,38,6.9,20.49,17.60435572,4
"553",193,54.13,83.28,-0.331360289,4,10.59114534,125.4056392,0,NA,"1","LM-13-174","early",2013,9,28,"F","A",521.57,183,93,39,7.48,21.31,17.83078014,4
"554",204,54.01,89.62,1.943854831,3.85,8.41088503,139.6789824,0,NA,NA,"LM-13-166","early",2013,10,2,"M","A",555.52,179.5,92,38,6.84,21.17,16.56105991,4
"555",187,52.96,82.37,-1.4830122,4.13,6.60243127,116.20179,0,NA,"1","LM-13-182","early",2013,9,29,"F","A",476.7,NA,NA,41,8.6,NA,NA,4
"556",189,50.25,84.66,-1.798478993,4.74,8.39174043,120.5662132,0,NA,"1","LM-13-183","early",2013,9,29,"F","J",482.36,187.5,91,43,8.91,22.93,18.86557758,4
"557",202,53.66,86.55,0.99456483,4.06,7.46986646,129.677586,0,NA,"1","LM-13-121","early",2013,10,1,"M","A",497.83,183,90,40.5,8.14,22.13,18.07846052,4
"558",207,57.57,92.1,4.014756982,4.62,8.45172839,154.061838,1,2,"1","LM-13-185","early",2013,9,29,"M","A",586.04,177.5,90,38,6.48,21.41,15.35731349,4
"559",188,51.76,83.21,-1.648879005,3.62,4.66577941,102.023684,1,3,"1","LM-13-123","early",2013,10,1,"F","J",442.41,193,98,41.5,9.38,21.5,22.15139802,4
"560",199,54.05,87.25,1.01169143,3.92,8.50917712,137.8828852,0,NA,"1","LM-13-167","early",2013,10,2,"M","J",557.5,185.5,91,42,7.53,22.64,16.32286996,4
"561",194,53.08,86.41,0.036666366,3.96,10.81876522,130.8578952,0,NA,"1","LM-13-153","early",2013,9,30,"F","A",508,182.5,91,40,7.87,21.92,17.91338583,4
"562",197,56.11,88.4,1.814133594,3.59,4.9858338,133.429968,0,NA,"1","LM-13-151","early",2013,9,30,"M","A",523.58,168,87,35,6.68,20.83,16.6163719,4
"563",206,56.51,88.46,2.78046179,3.3,7.39720828,136.2174776,0,NA,"1","LM-13-025","early",2013,10,1,"M","A",570.42,179.5,91,38,6.66,21.17,15.95315732,4
"564",199,54.94,88.17,1.524804226,3.78,6.63132411,136.182814,0,NA,"1","LM-13-155","early",2013,10,1,"M","A",543.55,133.5,99,11.5,2.12,8.61,18.21359581,4
"565",200,54.55,88.92,1.631595532,3.64,6.75043425,129.2835452,0,NA,"1","LM-13-028","early",2013,10,1,"M","J",517.81,192,95,42.5,8.21,22.14,18.34649775,4
"566",202,54.18,86.65,1.20266962,4.34,7.17124692,126.9665028,0,NA,"1","LM-13-017","early",2013,9,29,"M","A",533.06,180.5,88,41,7.69,22.71,16.50846059,4
"567",202,55.29,86.16,1.499470983,3.81,5.17760212,120.878662,0,NA,"1","LM-13-036","early",2013,10,1,"M","A",496.17,180,90,39.5,7.96,21.94,18.13894431,4
"568",202,53.15,86.72,0.846642131,3.15,8.09162338,125.3125712,0,NA,NA,"LM-13-031","early",2013,10,1,"M","A",499,177,91,38,7.62,21.47,18.23647295,4
"569",195,52.99,81.91,-0.848799033,4.45,7.78105332,111.2881068,0,NA,"1","LM-13-011","early",2013,9,29,"F","J",465.95,191,92,44,9.44,23.04,19.74460779,4
"570",183,52.95,84.37,-1.427385691,4,8.33791845,126.6724704,0,NA,"1","LM-13-037","early",2013,10,1,"F","A",510.8,186.5,93,41,8.03,21.98,18.20673453,4
"571",198,54.35,86.42,0.855743748,4.11,6.73738259,122.4771472,0,NA,"1","LM-13-024","early",2013,10,1,"M","J",514.19,200.5,102,43,8.36,21.45,19.83702522,4
"572",185,50.53,80.48,-2.933605501,3.86,5.16913096,113.2709316,0,NA,"1","LM-13-168","early",2013,10,2,"F","A",497.55,192,94,43,8.64,22.4,18.89257361,4
"573",200,54.47,88.47,1.508498368,4.24,11.09198621,145.1039096,0,NA,"1","LM-13-161","early",2013,10,2,"M","J",558.14,186,92,41,7.35,22.04,16.4833196,4
"574",192,51.53,81.38,-1.755255166,3.91,5.92575123,110.3705572,0,NA,"1","LM-13-122","early",2013,10,1,"F","J",443.22,188.5,87,45,10.15,23.87,19.62907811,4
"575",191,49.25,82.83,-2.361932534,4.33,9.89752298,119.063754,0,NA,"1","LM-13-108","early",2013,10,1,"F","J",467.27,195.5,96,44,9.42,22.51,20.54486699,4
"576",199,54.58,84.63,0.653372979,3.81,5.83434482,120.7838192,1,1,"1","LM-13-132","early",2013,10,2,"M","A",505.28,185,88,43,8.51,23.24,17.41608613,4
"577",199,54.38,88.1,1.308590439,3.77,7.76080758,122.071236,1,1,"1","LM-13-098","early",2013,9,30,"M","J",501.43,179,89,39.5,7.88,22.07,17.74923718,4
"578",188,51.79,82.33,-1.822500961,4.12,8.12603685,114.6525996,0,NA,"1","LM-13-051","early",2013,9,28,"F","J",483.63,194,93,45,9.3,23.2,19.22957633,4
"579",197,54.82,87.23,1.104668978,3.3,6.68285584,126.9084928,0,NA,"1","LM-13-147","early",2013,9,30,"M","J",483.86,168.5,87,35,7.23,20.77,17.98040756,4
"580",200,55.1,88.3,1.699609087,3.69,6.9794786,139.6498788,0,NA,"1","LM-13-148","early",2013,9,30,"M","A",532.62,181,91,39,7.32,21.55,17.08535166,4
"581",186,53.54,84.88,-0.838234049,3.82,9.07022638,133.1937484,0,NA,"1","LM-13-100","early",2013,10,1,"F","A",519.23,185,96,39.5,7.61,21.35,18.48891628,4
"582",204,56.25,87.07,2.215635367,3.83,7.68964691,143.14585,0,NA,"1","LM-13-164","early",2013,10,2,"M","A",553,174,87,38,6.87,21.84,15.7323689,4
"583",197,54.9,86.72,1.026581821,4.26,7.63155283,138.3745296,0,NA,"1","LM-13-162","early",2013,10,2,"M","J",568,202.5,97,47,8.27,23.21,17.07746479,4
"584",186,53.27,83.48,-1.228800898,3.68,10.80751947,131.3125096,0,NA,"1","LM-13-081","early",2013,9,28,"F","A",508,191,96,41,8.07,21.47,18.8976378,4
"585",197,54.16,85.39,0.481531581,3.82,5.62642692,119.6706296,0,NA,"1","LM-13-064","early",2013,9,28,"M","A",504.52,191,93,43,8.52,22.51,18.4333624,4
"586",197,53.94,85.36,0.396066533,3.8,7.10468168,119.802108,1,1,"2","LM-13-008","early",2013,9,29,"M","A",487,183,88,42,8.62,22.95,18.0698152,4
"587",207,56.17,89.33,2.930396145,4.33,6.14482691,143.5984924,1,1,"1","LM-13-016","early",2013,9,29,"M","A",575.49,191.5,94,42,7.3,21.93,16.33390676,4
"588",201,52.24,88.39,0.779132743,4.14,9.69176287,137.9195208,0,NA,"1","LM-13-009","early",2013,9,29,"M","A",563.57,182,87,42,7.45,23.08,15.43730149,4
"589",198,52.53,87.66,0.460588514,4.05,7.94551428,123.621018,0,NA,"1","LM-13-015","early",2013,9,29,"M","J",524,204,105,44,8.4,21.57,20.03816794,4
"590",188,52.59,85.42,-0.887018788,4.01,6.61937359,122.8818752,1,2,"1","LM-13-007","early",2013,9,29,"F","A",506.2,191.5,89,45,8.89,23.5,17.58198341,4
"591",201,54.19,86.11,1.003125319,3.59,4.1731013,118.3071808,1,2,"1","LM-14-083","early",2014,10,4,"M","A",488.46,181,88,41,8.39,22.65,18.01580477,4
"593",190,52.96,82.88,-1.106201661,4.29,8.40051999,120.104264,0,NA,"1","LM-13-021","early",2013,10,1,"F","J",475,199.5,101,43.5,9.16,21.8,21.26315789,4
"594",202,53.64,85.48,0.763130135,3.33,7.56965606,132.8811024,1,1,"1","LM-13-022","early",2013,10,1,"M","A",509.51,165,84,34.5,6.77,20.91,16.48642814,4
"595",195,53.75,88.23,0.749188548,3.79,6.19657907,122.16529,1,2,"1","LM-14-082","early",2014,10,2,"M","J",497,175,84,40,8.05,22.86,16.90140845,4
"596",197,54.29,88.46,1.171689298,3.53,5.85159554,126.2857644,0,NA,"1","LM-14-180","early",2014,9,30,"M","J",522.84,193,92,44.5,8.51,23.06,17.59620534,4
"597",190,52.52,83.69,-1.094808467,4.01,6.64707732,112.0432996,0,NA,"1","LM-13-057","early",2013,9,28,"F","J",471.77,197,96,44.5,9.43,22.59,20.34889883,4
"598",191,51.63,81.17,-1.853251342,4.29,10.82747174,125.8117476,0,NA,"1","LM-13-063","early",2013,9,28,"F","J",485.12,192,94,43,8.86,22.4,19.37664908,4
"599",204,54.88,87.31,1.772868209,4.56,7.08941281,136.81268,0,NA,"1","LM-13-070","early",2013,9,29,"M","A",567.45,183,91,40,7.05,21.86,16.03665521,4
"600",204,54.3,87.03,1.505447348,3.8,9.03422743,137.0421564,0,NA,"1","LM-13-145","early",2013,9,30,"M","A",538.17,179,88,40,7.43,22.35,16.35171043,4
"601",183,53.39,79.93,-2.1995071,3.37,10.3014813,120.1969376,0,NA,"1","LM-13-084","early",2013,9,28,"F","A",478.26,174,87,38,7.95,21.84,18.19094217,4
"602",205,55.19,86.65,1.836100165,3.9,8.30293267,137.2950176,1,1,"1","LM-13-135","early",2013,10,3,"M","A",554.79,175,86,39,7.03,22.29,15.50136088,4
"603",182,50.05,82.94,-2.86075413,3.75,7.35256223,111.9005424,0,NA,"1","LM-13-136","early",2013,10,3,"F","A",452.1,178.5,90,39,8.63,21.85,19.9071002,4
"604",186,53.1,81.09,-1.790849061,3.64,5.25824712,113.1188676,0,NA,"1","LM-14-042","early",2014,10,2,"F","J",477,191,90,44.5,9.33,23.3,18.86792453,4
"605",191,50.83,78.88,-2.621079914,3.44,3.75189226,111.7686696,0,NA,"1","LM-14-016","early",2014,9,30,"F","J",455,184.5,97,38,8.35,20.6,21.31868132,4
"606",203,53.47,89.6,1.655340274,3.86,2.57216907,124.5581672,1,2,"1","LM-14-022","early",2014,10,1,"M","J",531.83,203.5,107,42,7.9,20.64,20.11921103,4
"607",185,52.72,83.25,-1.564923527,3.25,2.44617325,99.73752,1,3,"1","LM-14-030","early",2014,10,1,"F","J",443.89,175.5,86,39,8.79,22.22,19.37416928,4
"608",206,56.08,88.74,2.684383475,3.46,4.99470133,135.1599316,0,NA,"1","LM-14-163","early",2014,10,5,"M","A",537.57,169.5,82,38,7.07,22.42,15.25382741,4
"609",203,53.88,87.67,1.398435033,5.23,9.05037701,140.227848,0,NA,"1","LM-13-103","early",2013,10,1,"M","J",562,213,101,50.5,8.99,23.71,17.97153025,4
"610",203,53.78,90.08,1.867501489,3.96,9.51883075,126.569504,0,NA,"1","LM-13-111","early",2013,9,30,"M","J",534.85,195.5,99,42.5,7.95,21.74,18.50986258,4
"611",189,51.35,82.76,-1.800766104,3.79,7.6078128,118.75308,0,NA,"1","LM-13-105","early",2013,10,1,"F","A",476,177,84,40,8.4,22.6,17.64705882,4
"612",191,51.87,85.5,-0.859450184,4.04,9.00542256,119.613014,0,NA,"1","LM-13-109","early",2013,10,2,"F","J",494.42,NA,NA,NA,NA,NA,NA,4
"613",190,52.13,80.61,-1.880635899,4.94,6.85569999,125.5761196,0,NA,"1","LM-13-077","early",2013,9,29,"F","J",509.97,182,86,41.5,8.14,22.8,16.86373708,4
"614",197,53.83,88.49,1.012422228,4.25,9.01468646,135.1704216,0,NA,"1","LM-13-075","early",2013,9,29,"M","J",548.45,201,106,42,7.66,20.9,19.32719482,4
"615",202,55.11,85.71,1.340383801,4.37,9.17817874,126.9370048,0,NA,"1","LM-13-055","early",2013,9,28,"M","A",535.75,192,92,44,8.21,22.92,17.17218852,4
"616",199,55.37,87.32,1.50142935,4.02,7.74227978,130.1428876,0,NA,"1","LM-13-115","early",2013,10,3,"M","J",511.12,186.5,88,44,8.61,23.59,17.21709188,4
"617",191,52.54,83.54,-1.02906839,3.52,4.39019513,111.4011688,0,NA,"1","LM-13-134","early",2013,10,2,"F","J",465.11,173,89,37,7.96,21.39,19.13525833,4
"618",190,52.58,82.07,-1.412712998,3.48,6.51221397,109.2460888,0,NA,"1","LM-13-083","early",2013,9,28,"F","J",434,199,94,46,10.6,23.12,21.65898618,4
"619",195,55.55,86.97,1.132954439,4.14,8.10190045,133.48502,0,NA,"1","LM-13-138","early",2013,10,3,"M","J",522.12,203,99,46,8.81,22.66,18.96115835,4
"620",199,51.2,83.56,-0.787326301,4.34,6.12519797,126.1414296,0,NA,"1","LM-14-077","early",2014,10,1,"M","J",531.29,188.5,97,40,7.53,21.22,18.25744885,4
"621",195,54.92,87.49,1.01519217,4.18,5.96311523,117.2007344,0,NA,"1","LM-13-142","early",2013,9,30,"M","J",484.08,191,94,42.5,8.78,22.25,19.41827797,4
"622",202,55.46,88.61,2.074093166,3.97,6.46646678,140.2167664,0,NA,"1","LM-13-091","early",2013,9,29,"M","A",536.1,183,88,42,7.83,22.95,16.41484798,4
"623",193,52.07,84.13,-0.894622696,3.88,12.98018933,124.0259432,0,NA,"1","LM-13-092","early",2013,9,29,"F","J",478.32,192.5,93,44,9.2,22.86,19.44305068,4
"624",199,53.73,84.63,0.347457831,4.17,7.41802633,122.9400824,0,NA,"1","LM-13-054","early",2013,9,28,"M","A",498.68,181,86,42,8.42,23.2,17.24552819,4
"625",194,52.03,83.29,-0.995077861,3.42,6.48862133,110.0456464,0,NA,"1","LM-14-068","early",2014,9,30,"F","A",441.44,169.5,83,37,8.38,21.83,18.80210221,4
"626",190,53.2,81.96,-1.212627261,3.78,2.64751387,104.3666748,0,NA,"1","LM-14-065","early",2014,9,30,"F","J",415.89,191,95,42.5,10.22,22.25,22.84257857,4
"627",204,54.5,85.83,1.325946981,3.49,6.24430811,122.6462472,0,NA,"1","LM-14-040","early",2014,10,2,"M","A",488,171.5,85,38,7.79,22.16,17.41803279,4
"628",197,53.73,89.37,1.160851172,3.71,5.91529822,124.8844968,1,1,"1","LM-14-037","early",2014,10,2,"F","J",511.04,192.5,94,43,8.41,22.34,18.39386349,4
"629",205,55.34,88.25,2.225392393,3.93,3.96289315,130.2177364,1,1,"1","LM-14-015","early",2014,9,30,"M","A",544,196.5,96,44.5,8.18,22.65,17.64705882,4
"630",198,55.67,85.97,1.236506827,3.61,1.66833856,117.0710308,0,NA,"1","LM-14-033","early",2014,10,2,"M","J",474.41,166,85,35,7.38,21.08,17.91699163,4
"631",197,54.63,89.45,1.501526688,4,1.32247432,114.3326188,0,NA,"1","LM-14-046","early",2014,10,2,"M","J",501.02,197,93,46.5,9.28,23.6,18.56213325,4
"632",188,52.02,85.16,-1.146649307,3.46,5.08302475,109.952184,0,NA,"1","LM-14-049","early",2014,10,2,"F","J",449,186,90,42.5,9.47,22.85,20.04454343,4
"633",190,52.54,83.23,-1.184011284,3.66,3.56819873,103.5257488,1,2,"1","LM-14-048","early",2014,10,2,"F","J",447,194,95,44.5,9.96,22.94,21.25279642,4
"634",205,54.62,86.6,1.620478715,3.98,2.90117896,121.484946,0,NA,"1","LM-14-036","early",2014,10,2,"M","A",516.84,186.5,88,43.5,8.42,23.32,17.02654593,4
"637",203,53.71,89.62,1.745907656,3.43,2.61103058,129.4328484,0,NA,"1","LM-14-045","early",2014,10,2,"M","A",528.67,171,84,38,7.19,22.22,15.88892882,4
"638",196,54.31,86.5,0.678158856,3.23,2.71130452,109.6898188,0,NA,"1","LM-14-124","early",2014,10,1,"M","J",461.71,186.5,93,41,8.88,21.98,20.1425137,4
"639",192,52.83,84.19,-0.698501666,3.79,7.28197387,123.4780636,1,3,"1","LM-14-127","early",2014,10,2,"M","J",513.89,199.5,98,45,8.76,22.56,19.07022904,4
"640",204,54.72,86.72,1.59163965,3.68,2.13410568,124.5744144,1,2,"1","LM-14-011","early",2014,9,30,"M","A",507.38,188.5,90,44,8.67,23.34,17.7381844,4
"641",193,53.5,84.81,-0.237459886,3.87,5.82318704,117.7785064,1,2,"1","LM-14-013","early",2014,9,30,"F","A",498.45,181,93,38.5,7.72,21.27,18.6578393,4
"642",195,54.18,81.25,-0.558832047,3.03,3.22044061,112.117754,0,NA,"1","LM-14-225","early",2014,10,5,"M","A",457.49,162.5,81,35.5,7.76,21.85,17.70530503,4
"643",184,52.14,83.78,-1.75257224,2.84,5.30518342,120.3866232,0,NA,"1","LM-14-226","early",2014,10,5,"F","A",460.37,151,76,32.5,7.06,21.52,16.50846059,4
"644",209,55.16,92.88,3.490814069,3.42,5.62255119,129.8587536,0,NA,"1","LM-14-223","early",2014,10,5,"M","A",551.87,193.5,92,45,8.15,23.26,16.67059271,4
"645",192,51.8,83.44,-1.226374096,3.75,3.71580534,111.719572,0,NA,"1","LM-14-230","early",2014,10,4,"F","J",475.3,191,92,44,9.26,23.04,19.35619609,4
"646",198,54.4,87.11,1.018339988,4.22,4.26252586,122.211824,0,NA,"1","LM-14-034","early",2014,10,2,"M","A",515.25,178.5,87,40.5,7.86,22.69,16.88500728,4
"647",188,52.51,82.21,-1.588520876,3.37,0.77377195,98.7734364,1,3,"1","LM-14-035","early",2014,10,2,"F","A",477.71,167,84,36,7.54,21.56,17.58388981,4
"648",192,51.88,83.45,-1.195486412,3.4,3.94366058,115.6818308,1,3,"1","LM-14-154","early",2014,10,4,"F","J",475.68,181.5,89,41,8.62,22.59,18.71005718,4
"649",193,52.32,82.71,-1.102232794,3.41,5.4868951,112.3256588,0,NA,"1","LM-14-152","early",2014,10,4,"F","A",464.03,178,89,39,8.4,21.91,19.17979441,4
"650",196,53.55,86.11,0.322903593,3.47,7.36611316,135.0730152,0,NA,"1","LM-14-151","early",2014,10,4,"M","A",508.91,155,78,33,6.48,21.29,15.32687509,4
"651",205,54.26,87.46,1.671142274,3.98,2.793535,121.6237592,1,1,"1","LM-14-073","early",2014,10,1,"M","A",535.9,NA,NA,NA,NA,NA,NA,4
"652",203,53.73,87.7,1.350737017,3.68,4.73914236,123.4572808,0,NA,"1","LM-14-142","early",2014,10,3,"M","A",498.84,181.5,92,39,7.82,21.49,18.44278727,4
"653",195,51.65,83.59,-0.978992704,3.54,4.26182109,107.4852468,0,NA,"1","LM-14-150","early",2014,10,4,"F","J",454.46,NA,NA,NA,NA,NA,NA,4
"654",184,51.44,83.52,-2.058989782,3.51,3.86182647,108.1481604,1,2,"2","LM-14-058","early",2014,10,4,"F","J",466.22,193,92,45.5,9.76,23.58,19.73317318,4
"655",190,53.19,85.41,-0.493220108,3.59,5.24937959,113.646556,0,NA,NA,"LM-14-207","early",2014,10,2,"F","A",453.21,168,87,34.5,7.61,20.54,19.19639902,4
"656",205,54.3,87.48,1.689729621,4.43,4.85635862,124.960726,0,NA,"1","LM-14-196","early",2014,10,2,"M","A",508.2,166.5,83,36.5,7.18,21.92,16.3321527,4
"657",192,52.47,79.97,-1.712438475,3.09,5.67945616,111.7587712,0,NA,"1","LM-14-183","early",2014,10,1,"M","J",460.22,168,84.5,37,8.04,22.02,18.36078397,4
"658",192,49.38,83.3,-2.126671897,2.98,3.67164363,107.7238328,0,NA,"1","LM-14-197","early",2014,10,2,"F","A",441.67,173,88,37,8.38,21.39,19.92437793,4
"659",200,54.28,86.05,0.932965191,3.11,3.365669,122.4377508,0,NA,"1","LM-14-203","early",2014,10,2,"M","A",474,184,90,41.5,8.76,22.55,18.98734177,4
"660",194,53.11,84.5,-0.352809601,3.15,2.42614794,111.0606024,0,NA,"1","LM-14-217","early",2014,10,4,"M","J",464.67,183,88,42,9.04,22.95,18.93817118,4
"661",195,52.11,84.49,-0.624828322,3.61,5.987648,116.9197556,1,1,"1","LM-14-242","early",2014,10,5,"M","J",496.12,193,91,45,9.07,23.32,18.34233653,4
"662",196,54.14,85.22,0.348730064,4.03,5.58686064,129.1762404,0,NA,"1","LM-14-182","early",2014,9,30,"M","J",525,192,93,43.5,8.29,22.66,17.71428571,4
"663",195,55.4,85.21,0.710131491,3.97,4.95702893,124.45244,0,NA,"1","LM-14-181","early",2014,9,30,"M","J",509.09,185.5,90.5,42,8.25,22.64,17.77681746,4
"664",189,51.96,80,-2.159631922,3.29,6.55549497,107.6181056,0,NA,"1","LM-14-184","early",2014,10,1,"F","J",413.5,159.5,80,34.5,8.34,21.63,19.34703748,4
"665",191,54.02,84.91,-0.209309341,3.49,3.25771664,118.2147044,0,NA,"1","LM-14-188","early",2014,10,2,"M","J",494.1,202.5,100,45,9.11,22.22,20.23881805,4
"666",194,51.78,83,-1.145827335,3.31,4.20998096,111.4742428,0,NA,"1","LM-14-212","early",2014,10,3,"F","J",440.97,199,97,45,10.2,22.61,21.99696124,4
"667",188,52.63,82.74,-1.434262344,3.3,4.23570284,111.947668,0,NA,"1","LM-14-186","early",2014,10,2,"F","A",451.89,180.5,92,38,8.41,21.05,20.35893691,4
"668",184,53.24,84.38,-1.230941848,3.67,5.02231709,115.5959004,0,NA,"1","LM-14-208","early",2014,10,2,"F","A",502.33,180.5,91,39,7.76,21.61,18.11558139,4
"669",201,54.01,88.39,1.41615605,4.3,9.95823064,129.071302,0,NA,"1","LM-14-209","early",2014,10,3,"M","A",548.36,179.5,93,37,6.75,20.61,16.95966154,4
"670",185,52.74,81.58,-1.907702415,3.64,8.30125922,114.5565736,1,1,"2","LM-14-139","early",2014,10,3,"F","A",472.74,NA,NA,NA,NA,NA,NA,5
"671",180,49.77,79.67,-3.826764519,3.39,6.05293616,96.6898528,1,1,"2","LM-14-131","early",2014,10,2,"F","J",418.04,188.5,95,41.5,9.93,22.02,22.72509808,5
"672",188,50.89,82.82,-2.043723287,3.53,4.75758219,101.7403388,0,NA,"1","LM-14-161","early",2014,10,4,"F","J",404.83,182,90,40.5,10,22.25,22.23155399,5
"673",200,55.99,87.49,1.850170971,3.98,5.85887759,126.2639956,0,NA,"1","LM-14-204","early",2014,10,2,"M","A",500.92,171.5,84,38,7.59,22.16,16.76914477,4
"674",197,52.2,84.22,-0.469066151,3.75,8.27174958,121.0889332,0,NA,"1","LM-14-219","early",2014,10,5,"F","J",496.8,183.5,90,41,8.25,22.34,18.11594203,4
"675",199,53.5,87.27,0.817937675,3.8,6.24470448,123.8384268,0,NA,"1","LM-14-243","early",2014,10,5,"M","J",519.26,191.5,92,44,8.47,22.98,17.71752109,4
"676",197,51.41,84.77,-0.638125438,3.52,5.14032609,119.102756,0,NA,"1","LM-14-220","early",2014,10,5,"F","A",499.8,181.5,90,40,8,22.04,18.00720288,4
"677",189,52.04,83.02,-1.497947564,3.63,7.88053452,115.2444496,0,NA,NA,"LM-14-160","early",2014,10,4,"F","J",437.08,186.5,93,41.5,9.49,22.25,21.27756932,5
"678",198,53.02,86.45,0.383363527,3.77,4.78409681,127.8725764,0,NA,"1","LM-14-162","early",2014,10,4,"M","J",480.58,175,83,40.5,8.43,23.14,17.27079779,5
"679",203,54.39,85.26,1.076927648,3.99,5.76896869,127.5620996,0,NA,"1","LM-14-148","early",2014,10,4,"M","J",498.07,182.5,89,41,8.23,22.47,17.86897424,5
"680",186,50.15,78.71,-3.351324037,3.58,5.07455359,104.631012,0,NA,"2","LM-14-143","early",2014,10,3,"F","J",428,182.5,91,40.5,9.46,22.19,21.26168224,5
"681",186,52.81,85.15,-1.044378086,4.34,11.9421272,120.0733856,1,1,"1","LM-14-130","early",2014,10,2,"F","A",476.59,186,92,42,8.81,22.58,19.30380411,5
"682",198,53.5,86.58,0.583359321,3.26,5.36050291,129.7544068,0,NA,"1","LM-14-149","early",2014,10,4,"M","A",522.31,167,85,35.5,6.8,21.26,16.27386035,5
"683",192,51.21,83.92,-1.338123038,4.05,4.73795325,118.2517344,0,NA,"1","LM-14-102","early",2014,10,1,"F","J",492.85,200,98,45,9.13,22.5,19.88434615,5
"684",189,52.63,80.44,-1.826289325,3.21,3.60468202,112.4680216,1,1,"1","LM-15-020","early",2015,10,3,"F","A",449.57,175.5,93,36,8.01,20.51,20.6864337,5
"685",194,52.46,86.14,-0.243054832,3.66,6.26433342,125.0844752,1,2,"1","LM-14-120","early",2014,9,30,"F","A",506.25,181.5,90,40,7.9,22.04,17.77777778,5
"686",203,54.1,86.49,1.230324009,3.93,3.54128774,116.229316,1,1,"1","LM-14-080","early",2014,10,2,"M","J",496,162.5,88,32,6.45,19.69,17.74193548,5
"687",202,54.7,89.55,1.997562015,4.03,4.27178976,123.1749216,0,NA,"1","LM-14-100","early",2014,9,30,"M","A",516.48,178,89,38,7.36,21.35,17.23203222,5
"688",197,52.94,85.48,0.061314399,3.5,4.6741626,109.6226992,0,NA,"1","LM-14-118","early",2014,10,2,"M","J",465,182,93,39,8.39,21.43,20,5
"689",196,54.37,85.51,0.492281535,3.71,3.72498127,110.9253772,1,1,"1","LM-14-092","early",2014,10,4,"M","J",488.99,180,90,39.5,8.08,21.94,18.40528436,5
"690",200,53.58,86.12,0.69570476,3.16,8.17668787,127.2282764,0,NA,"1","LM-14-114","early",2014,10,2,"M","A",513.15,163,84,34,6.63,20.86,16.36948261,5
"691",186,53.17,83.06,-1.352809056,3.69,3.49554055,107.268824,0,NA,"1","LM-14-104","early",2014,10,1,"F","J",442.92,189,92,43,9.71,22.75,20.77124537,5
"692",187,52.31,82.86,-1.614259483,3.21,3.91674959,109.9143652,0,NA,"1","LM-14-112","early",2014,10,2,"F","A",444.08,172,90,35,7.88,20.35,20.26661863,5
"693",191,50.98,83.34,-1.632426062,3.02,4.85745976,104.663468,0,NA,"1","LM-14-122","early",2014,10,1,"F","J",440.71,185.5,94,40,9.08,21.56,21.32921876,5
"694",204,54.86,87.72,1.851592676,3.32,5.50731678,130.8222456,0,NA,"1","LM-14-105","early",2014,10,1,"M","A",524.61,175.5,89,38,7.24,21.65,16.96498351,5
"695",203,54.81,89.96,2.213050627,3.78,4.81012709,133.9390428,0,NA,"2","LM-15-081","early",2015,9,30,"M","A",508,191.5,92,44,8.66,22.98,18.11023622,5
"696",189,50.78,83.57,-1.836159932,3.37,7.40360962,120.5709844,0,NA,"1","LM-14-113","early",2014,10,2,"F","A",475.72,198,88,49.5,10.41,25,18.4982763,5
"697",202,54.47,87.54,1.493555302,3.13,4.6648987,129.8854908,0,NA,"1","LM-14-110","early",2014,10,2,"M","A",512.3,171,85,37.5,7.32,21.93,16.59184072,5
"698",202,55.66,89.26,2.282291751,3.8,3.42376308,117.2979436,1,1,"1","LM-14-101","early",2014,10,1,"M","J",512.86,212,106,47.5,9.26,22.41,20.66840853,5
"699",203,54.63,86.2,1.360296671,3.43,3.97286182,139.9144132,0,NA,"1","LM-15-019","early",2015,10,2,"M","A",539.62,177.5,91,38,7.04,21.41,16.86371891,5
"700",193,51.73,84.38,-0.964597004,3.67,3.32230003,109.9822736,0,NA,"1","LM-15-013","early",2015,10,1,"M","J",478.54,181.5,86,43,8.99,23.69,17.97132946,5
"701",190,53.6,83.26,-0.796230089,4.16,4.09117922,127.4383504,0,NA,"1","LM-15-084","early",2015,10,1,"F","A",523.52,175,88,38,7.26,21.71,16.80929095,5
"702",193,52.62,81.46,-1.256221494,3.81,3.11398576,112.0599412,0,NA,"1","LM-15-086","early",2015,10,1,"F","A",458,174,85,39,8.52,22.41,18.55895197,5
"703",188,51.5,79.44,-2.532520646,3.47,4.96739397,103.7441436,0,NA,"1","LM-15-061","early",2015,10,2,"F","J",434,174,89,37,8.53,21.26,20.50691244,5
